Age ,Gender ,MaritalStatus ,Department             ,JobRole                   ,JobLevel ,JobInvolvement ,JobSatisfaction ,MonthlyIncome ,HourlyRate ,DailyRate ,MonthlyRate ,TotalWorkingYears ,YearsAtCompany ,YearsInCurrentRole ,YearsSinceLastPromotion ,YearsWithCurrManager ,BusinessTravel    ,DistanceFromHome ,Education ,EducationField   ,EnvironmentSatisfaction ,RelationshipSatisfaction ,WorkLifeBalance ,NumCompaniesWorked ,OverTime ,PercentSalaryHike ,PerformanceRating ,StockOptionLevel ,TrainingTimesLastYear ,EmployeeCount ,EmployeeNumber ,Over18 ,StandardHours ,Attrition
 40 ,Female ,Divorced      ,Research & Development ,Healthcare Representative ,       2 ,             4 ,              3 ,         6377 ,        89 ,     1202 ,      13888 ,               15 ,            12 ,                11 ,                     11 ,                   8 ,Travel_Rarely     ,               2 ,        1 ,Medical          ,                      2 ,                       2 ,              3 ,                 5 ,No       ,               20 ,                4 ,               3 ,                    0 ,            1 ,          1375 ,Y      ,           80 ,No
 34 ,Male   ,Married       ,Research & Development ,Laboratory Technician     ,       2 ,             3 ,              3 ,         5429 ,        86 ,      285 ,      17491 ,               10 ,             8 ,                 7 ,                      7 ,                   7 ,Travel_Rarely     ,              29 ,        3 ,Medical          ,                      2 ,                       1 ,              3 ,                 4 ,No       ,               13 ,                3 ,               2 ,                    1 ,            1 ,          1377 ,Y      ,           80 ,No
 31 ,Female ,Single        ,Sales                  ,Sales Representative      ,       1 ,             2 ,              4 ,         2785 ,        90 ,      703 ,      11882 ,                3 ,             1 ,                 0 ,                      0 ,                   0 ,Travel_Frequently ,               2 ,        3 ,Life Sciences    ,                      3 ,                       3 ,              4 ,                 7 ,No       ,               14 ,                3 ,               0 ,                    3 ,            1 ,          1379 ,Y      ,           80 ,Yes
 35 ,Female ,Married       ,Sales                  ,Sales Executive           ,       2 ,             3 ,              3 ,         4614 ,        67 ,      662 ,      23288 ,                5 ,             4 ,                 2 ,                      3 ,                   2 ,Travel_Frequently ,              18 ,        4 ,Marketing        ,                      4 ,                       3 ,              2 ,                 0 ,Yes      ,               18 ,                3 ,               1 ,                    0 ,            1 ,          1380 ,Y      ,           80 ,Yes
 38 ,Male   ,Divorced      ,Research & Development ,Research Scientist        ,       1 ,             4 ,              3 ,         2610 ,        57 ,      693 ,      15748 ,                4 ,             4 ,                 2 ,                      0 ,                   3 ,Travel_Frequently ,               7 ,        3 ,Life Sciences    ,                      4 ,                       4 ,              3 ,                 1 ,No       ,               11 ,                3 ,               3 ,                    2 ,            1 ,          1382 ,Y      ,           80 ,No
 34 ,Female ,Single        ,Research & Development ,Healthcare Representative ,       2 ,             3 ,              4 ,         6687 ,        98 ,      404 ,       6163 ,               14 ,            14 ,                11 ,                      4 ,                  11 ,Travel_Rarely     ,               2 ,        4 ,Technical Degree ,                      3 ,                       4 ,              4 ,                 1 ,No       ,               11 ,                3 ,               0 ,                    2 ,            1 ,          1383 ,Y      ,           80 ,No
 28 ,Male   ,Married       ,Sales                  ,Sales Executive           ,       2 ,             2 ,              1 ,         4724 ,        48 ,      736 ,      24232 ,                5 ,             5 ,                 3 ,                      0 ,                   4 ,Travel_Rarely     ,              26 ,        3 ,Life Sciences    ,                      3 ,                       3 ,              3 ,                 1 ,No       ,               11 ,                3 ,               1 ,                    0 ,            1 ,          1387 ,Y      ,           80 ,No
 31 ,Male   ,Married       ,Research & Development ,Manufacturing Director    ,       2 ,             3 ,              3 ,         6179 ,        98 ,      330 ,      21057 ,               10 ,            10 ,                 2 ,                      6 ,                   7 ,Travel_Rarely     ,              22 ,        4 ,Medical          ,                      4 ,                       4 ,              2 ,                 1 ,Yes      ,               15 ,                3 ,               2 ,                    3 ,            1 ,          1389 ,Y      ,           80 ,Yes
 39 ,Male   ,Married       ,Sales                  ,Sales Executive           ,       2 ,             2 ,              4 ,         6120 ,        44 ,     1498 ,       3567 ,                8 ,             5 ,                 4 ,                      1 ,                   4 ,Travel_Rarely     ,              21 ,        4 ,Life Sciences    ,                      1 ,                       4 ,              4 ,                 3 ,Yes      ,               12 ,                3 ,               2 ,                    2 ,            1 ,          1390 ,Y      ,           80 ,No
 51 ,Male   ,Married       ,Sales                  ,Sales Executive           ,       3 ,             3 ,              2 ,        10596 ,        52 ,      541 ,      15395 ,               14 ,             4 ,                 2 ,                      3 ,                   2 ,Travel_Frequently ,               2 ,        3 ,Marketing        ,                      2 ,                       2 ,              3 ,                 2 ,No       ,               11 ,                3 ,               0 ,                    5 ,            1 ,          1391 ,Y      ,           80 ,No
